采集时间,数据条数,工作电压,平均风速,风向,降雨量,平均温度,湿度,气压,总辐射,总辐射累计量,日照时数,土壤水分,土壤温度,土壤介电常数,土壤电导率,土壤水分,土壤温度,土壤介电常数,土壤电导率,土壤水分,土壤温度,土壤介电常数,土壤电导率
2020/4/12 13:30,9067,13.57219,3.574,281,0,21.8,26.67,1006,466.8,0.84,0.5,20.98,10.39833,10.9,0.3,17.50833,11,9.003332,0.3,15.19333,11.4,7.831666,0.3
2020/4/12 14:00,9068,13.55567,3.901,265.4,0,21.85,28.15,1006,444.4,0.8,0.5,20.92167,10.485,10.89167,0.3,17.44166,11,8.98,0.3,15.20833,11.4,7.84,0.3
2020/4/12 14:30,9069,13.52802,3.001,280.6,0,22.36,26.18,1005,415.9,0.749,0.5,20.90667,10.57667,10.875,0.3,17.38166,11,8.943333,0.3,15.24167,11.4,7.853333,0.3
2020/4/12 15:00,9070,13.51832,2.621,287.3,0,22.85,24.31,1005,381.8,0.687,0.5,20.9,10.67167,10.85,0.3,17.33667,11,8.905,0.3,15.18667,11.4,7.83,0.3
2020/4/12 15:30,9071,13.50724,2.778,296.7,0,23.23,22.93,1004,339.3,0.611,0.5,20.895,10.79333,10.81667,0.3,17.24,11,8.874999,0.3,15.155,11.4,7.805,0.3
2020/4/12 16:00,9072,13.50619,3.017,301.7,0,23.23,22.73,1004,290.3,0.523,0.5,20.855,10.88833,10.8,0.3,17.19833,11,8.839999,0.3,15.13167,11.39833,7.808333,0.3
2020/4/12 16:30,9073,13.54708,3.322,263.8,0,22.52,26.64,1004,240.8,0.433,0.5,20.82166,10.97333,10.8,0.3,17.15833,11,8.816667,0.3,15.14333,11.4,7.806666,0.3
2020/4/12 17:00,9074,13.57874,2.222,268.6,0,22.67,25.88,1003,184.6,0.332,0.5,20.79166,11.055,10.8,0.3,17.11167,11,8.789999,0.3,15.135,11.39833,7.796667,0.3
2020/4/12 17:30,9075,13.23372,2.168,287.7,0,22.34,25.17,1003,132,0.238,0.5,20.82333,11.135,10.8,0.3,17.08167,11,8.766666,0.3,15.14167,11.4,7.811666,0.3
2020/4/12 18:00,9076,13.05525,0.542,192.8,0,22.86,24.98,1003,77.62,0.14,0.5,20.815,11.205,10.79833,0.3,17.08,11,8.775,0.3,15.16833,11.39833,7.821666,0.3
2020/4/12 18:30,9077,12.93121,0.482,106.4,0,21.34,32.2,1004,30.29,0.055,0.5,20.84667,11.29667,10.8,0.3,17.08667,11,8.783334,0.3,15.12833,11.39333,7.811666,0.3
2020/4/12 19:00,9078,12.84622,1.184,76.31,0,17.15,43.54,1004,2.612,0.005,0.5,20.77167,11.375,10.8,0.3,17.095,11.02,8.781666,0.3,15.28833,11.39333,7.89,0.3
2020/4/12 19:30,9079,12.82223,1.445,79.56,0,15.36,43.84,1004,-2.519,-0.005,0.5,20.75167,11.435,10.8,0.3,17.10833,11.07333,8.783332,0.3,15.26667,11.36833,7.878333,0.3
2020/4/12 20:00,9080,12.81403,1.23,90.1,0,14.06,47.48,1005,-2.026,-0.004,0.5,20.75,11.49333,10.79667,0.3,17.125,11.1,8.809999,0.3,15.27667,11.36667,7.876666,0.3
2020/4/12 20:30,9081,12.82752,0.806,156.9,0,13.95,47.38,1005,-1.81,-0.003,0.5,20.75167,11.52833,10.8,0.3,17.18167,11.1,8.826666,0.3,15.215,11.35167,7.85,0.3
2020/4/12 21:00,9082,12.81925,0.527,121.1,0,11.92,57.7,1006,-2.791,-0.005,0.5,20.725,11.6,10.8,0.3,17.15167,11.1,8.819999,0.3,15.25333,11.345,7.87,0.3
2020/4/12 21:30,9083,12.81152,0.336,168.7,0,10.87,62.65,1006,-1.724,-0.003,0.5,20.73667,11.6,10.79833,0.3,17.13166,11.10833,8.806666,0.3,15.285,11.33333,7.881667,0.3
2020/4/12 22:00,9084,12.80422,0.027,186.3,0,10.69,61.17,1006,-1.346,-0.002,0.5,20.72667,11.59667,10.79833,0.3,17.13166,11.145,8.806666,0.3,15.185,11.34167,7.826666,0.3
2020/4/12 22:30,9085,12.79637,0,186.5,0,8.71,77.63,1006,-1.811,-0.003,0.5,20.74,11.56333,10.8,0.3,17.14,11.19833,8.816666,0.3,15.205,11.335,7.84,0.3
2020/4/12 23:00,9086,12.7884,0.027,306.8,0,7.102,84.7,1006,-1.812,-0.003,0.5,20.745,11.50167,10.79833,0.3,17.17333,11.2,8.821667,0.3,15.14333,11.34833,7.816667,0.3
2020/4/12 23:30,9087,12.78111,0.045,163.8,0,5.992,86,1006,-1.509,-0.003,0.5,20.74833,11.47167,10.8,0.3,17.16166,11.2,8.828333,0.3,15.11667,11.35667,7.798333,0.3
2020/4/13 0:00,9088,12.77447,0,222.7,0,5.797,88.4,1006,-1.219,-0.002,0.5,20.73166,11.43667,10.79667,0.3,17.17167,11.205,8.831666,0.3,15.12167,11.36667,7.806666,0.3
2020/4/13 0:30,9089,12.76613,0,259.7,0,5.353,88.4,1006,-1.513,-0.003,0.5,20.73,11.38667,10.8,0.3,17.195,11.25167,8.839999,0.3,15.05333,11.38667,7.773333,0.3
2020/4/13 1:00,9090,12.75862,0,299.7,0,4.928,89.1,1005,-1.165,-0.002,0.5,20.74167,11.305,10.79667,0.3,17.225,11.29,8.848332,0.3,15.055,11.39167,7.765,0.3
2020/4/13 1:30,9091,12.7525,0.103,289.6,0,4.587,89.4,1005,-1.039,-0.002,0.5,20.74833,11.265,10.79667,0.3,17.23,11.29833,8.858333,0.3,15.045,11.39167,7.766667,0.3
2020/4/13 2:00,9092,12.74349,0.5,296.4,0,4.335,87.3,1005,-1.315,-0.002,0.5,20.72,11.2,10.79667,0.3,17.24333,11.29833,8.865,0.3,15.01,11.39667,7.75,0.3
2020/4/13 2:30,9093,12.73731,0.866,284.7,0,6.627,73.57,1005,-0.826,-0.001,0.5,20.73166,11.115,10.79833,0.3,17.26,11.3,8.868333,0.3,15.00333,11.39833,7.745,0.3
2020/4/13 3:00,9094,12.72958,1.105,288.7,0,6.742,72.15,1005,-1.203,-0.002,0.5,20.72167,11.06,10.79667,0.3,17.25333,11.3,8.876666,0.3,14.99667,11.4,7.746666,0.3
2020/4/13 3:30,9095,12.7237,0.669,281.4,0,8.46,62.83,1005,-3.187,-0.006,0.5,20.71333,10.995,10.79,0.3,17.28833,11.3,8.876666,0.3,14.95333,11.4,7.721666,0.3
2020/4/13 4:00,9096,12.71583,0.036,254.6,0,5.968,79.25,1005,-3.246,-0.006,0.5,20.70667,10.9,10.79167,0.3,17.27,11.3,8.878332,0.3,15.05667,11.39833,7.771667,0.3
2020/4/13 4:30,9097,12.70902,0,148.2,0,4.898,84.5,1004,-1.401,-0.003,0.5,20.70833,10.835,10.78667,0.3,17.265,11.3,8.886666,0.3,15.10167,11.4,7.793333,0.3
2020/4/13 5:00,9098,12.70494,0,191.2,0,4.152,88.5,1004,-1.32,-0.002,0.5,20.70833,10.77,10.785,0.3,17.28333,11.3,8.884999,0.3,15.11667,11.4,7.8,0.3
2020/4/13 5:30,9099,12.70291,0.02,124.6,0,4.333,87.9,1004,-1.243,-0.002,0.5,20.70667,10.67833,10.79167,0.3,17.29667,11.3,8.911666,0.3,15.10667,11.4,7.781667,0.3
2020/4/13 6:00,9100,12.6826,0.905,272.7,0,4.907,80.7,1004,-0.172,0,0.5,20.70333,10.59667,10.77667,0.3,17.31333,11.3,8.899999,0.3,15.125,11.40167,7.805,0.3
2020/4/13 6:30,9101,12.6829,1.482,284,0,7.155,66.56,1004,10.01,0.018,0.5,20.705,10.51167,10.76667,0.3,17.32833,11.3,8.911666,0.3,15.09,11.40167,7.791667,0.3
2020/4/13 7:00,9102,12.73213,1.46,282.2,0,8.27,65.65,1005,42.85,0.077,0.5,20.73166,10.46833,10.78333,0.3,17.31666,11.3,8.91,0.3,15.135,11.40833,7.808333,0.3
2020/4/13 7:30,9103,12.9406,2.266,272,0,9.83,67.34,1005,94.3,0.17,0.5,20.745,10.4,10.79667,0.3,17.315,11.3,8.901667,0.3,15.11,11.41167,7.793333,0.3
2020/4/13 8:00,9104,13.37683,3.198,275,0,11.96,58.69,1005,152,0.274,0.5,20.715,10.325,10.79167,0.3,17.32667,11.3,8.919999,0.3,15.13333,11.42333,7.803333,0.3
2020/4/13 8:30,9105,14.07847,3.399,278.7,0,14.19,48.6,1005,210.8,0.379,0.5,20.745,10.3,10.79667,0.3,17.35833,11.29833,8.921666,0.3,15.07,11.43167,7.768333,0.3
2020/4/13 9:00,9106,13.89066,4.055,282.9,0,15.98,42.84,1005,267.2,0.481,0.5,20.72,10.245,10.78,0.3,17.3,11.28667,8.904999,0.3,15.115,11.44333,7.795,0.3
2020/4/13 9:30,9107,13.84176,4.967,279.4,0,17.23,38.58,1005,319.2,0.575,0.5,20.7,10.2,10.775,0.3,17.26333,11.22833,8.886666,0.3,15.18333,11.435,7.836667,0.3
2020/4/13 10:00,9108,13.83256,5.032,283.3,0,17.87,38.28,1005,365.5,0.658,0.5,20.69833,10.2,10.75833,0.3,17.19666,11.20167,8.846666,0.3,15.18833,11.445,7.823333,0.3
2020/4/13 10:30,9109,13.38805,4.419,279.8,0,19.04,38.23,1005,405.6,0.73,0.5,20.69833,10.2,10.73167,0.3,17.15167,11.2,8.811666,0.3,15.13833,11.44333,7.808333,0.3
2020/4/13 11:00,9110,13.75407,4.445,280.2,0,20.01,35.32,1005,437.7,0.788,0.5,20.68167,10.26333,10.71333,0.3,17.07,11.2,8.761666,0.3,15.155,11.43833,7.811666,0.3
2020/4/13 11:30,9111,13.69449,3.593,283,0,20.88,34.49,1004,441.1,0.794,0.5,20.64667,10.3,10.70167,0.3,17.00333,11.2,8.735,0.3,15.06833,11.43167,7.766667,0.3
2020/4/13 12:00,9112,13.35054,3.532,285.9,0,22,32.28,1004,476,0.857,0.5,20.61667,10.34167,10.7,0.3,16.945,11.195,8.701666,0.3,15.01833,11.425,7.745,0.3
2020/4/13 12:30,9113,13.604,3.704,283.3,0,22.81,30.01,1003,477,0.859,0.5,20.59167,10.40333,10.69167,0.3,16.87333,11.16667,8.679999,0.3,15.04167,11.43,7.761666,0.3
2020/4/13 13:00,9114,13.54757,3.301,286.8,0,23.65,28.64,1003,432.3,0.778,0.5,20.56167,10.49667,10.66167,0.3,16.79333,11.12167,8.634999,0.3,15.05833,11.43,7.773333,0.3
2020/4/13 13:30,9115,13.49889,3.305,277.4,0,24.27,27.57,1002,475.4,0.856,0.5,20.50833,10.57333,10.60833,0.3,16.69833,11.10167,8.593333,0.3,15.00667,11.42333,7.753333,0.3
2020/4/13 14:00,9116,13.44777,2.228,296.1,0,25.11,26.1,1002,448.4,0.807,0.5,20.49833,10.685,10.60333,0.3,16.61333,11.1,8.543333,0.3,15.00167,11.405,7.748333,0.3
2020/4/13 14:30,9117,13.41775,1.807,274.7,0,25.54,23.93,1001,410.6,0.739,0.5,20.47833,10.81833,10.6,0.3,16.505,11.1,8.48,0.3,14.93667,11.40333,7.724999,0.3
2020/4/13 15:00,9118,13.3897,1.463,180.7,0,25.65,20.93,1001,351.5,0.633,0.5,20.45,10.92667,10.6,0.3,16.445,11.1,8.445,0.3,14.97333,11.4,7.731667,0.3
2020/4/13 15:30,9119,13.40163,1.441,47.46,0,25.61,21.3,1001,324.4,0.584,0.5,20.40167,11.03833,10.59,0.3,16.38833,11.1,8.421666,0.3,14.95667,11.4,7.728333,0.3
2020/4/13 16:00,9120,13.40716,1.108,88,0,25.62,24.02,1000,271.4,0.489,0.5,20.34833,11.14167,10.54833,0.3,16.32833,11.1,8.386666,0.3,14.97167,11.4,7.731667,0.3
2020/4/13 16:30,9121,13.32669,0.419,164.1,0,26.78,21.12,1000,222.6,0.401,0.5,20.325,11.25667,10.52333,0.3,16.27,11.1,8.366666,0.3,14.95667,11.4,7.726666,0.3
2020/4/13 17:00,9122,13.24824,0.737,88.1,0,25.63,25.36,1000,169,0.304,0.5,20.32833,11.36,10.52833,0.3,16.23333,11.1,8.349999,0.3,14.95333,11.4,7.72,0.3
2020/4/13 17:30,9123,13.27773,1.12,92.5,0,25.09,27.7,999,110.2,0.198,0.5,20.33667,11.47,10.53667,0.3,16.18833,11.11,8.321667,0.3,14.88833,11.4,7.695,0.3
2020/4/13 18:00,9124,13.07223,1.795,111.7,0,22.86,34.38,999,67.4,0.121,0.5,20.34333,11.585,10.54,0.3,16.185,11.15,8.318333,0.3,14.94333,11.4,7.721666,0.3
2020/4/13 18:30,9125,12.93208,1.532,157.5,0,22.21,27.93,999,32.86,0.059,0.5,20.33167,11.68,10.53333,0.3,16.205,11.195,8.338333,0.3,14.935,11.4,7.718333,0.3
2020/4/13 19:00,9126,12.84455,1.482,161.4,0,20.89,26.76,999,5.884,0.011,0.5,20.3,11.76167,10.50333,0.3,16.205,11.2,8.338333,0.3,15.03167,11.4,7.755,0.3
2020/4/13 19:30,9127,12.82101,1.204,171.1,0,19.73,27.98,999,-2.15,-0.004,0.5,20.28833,11.855,10.5,0.3,16.21667,11.2,8.34,0.3,15.045,11.4,7.761666,0.3
2020/4/13 20:00,9128,12.8324,1.338,164.1,0,18.93,29.4,1000,-2.004,-0.004,0.5,20.275,11.9,10.5,0.3,16.265,11.2,8.36,0.3,15.045,11.39833,7.763333,0.3
2020/4/13 20:30,9129,12.82396,1.106,155.5,0,18.13,30.69,1000,-1.829,-0.003,0.5,20.29166,11.96,10.50167,0.3,16.25,11.23167,8.36,0.3,14.985,11.39833,7.738333,0.3
2020/4/13 21:00,9130,12.81645,1.23,97.2,0,14.76,49.1,1000,-4.254,-0.008,0.5,20.295,12,10.5,0.3,16.265,11.29833,8.361667,0.3,14.95667,11.4,7.716666,0.3
2020/4/13 21:30,9131,12.80688,1.267,80.1,0,13.08,54.86,1000,-1.011,-0.002,0.5,20.29333,12,10.5,0.3,16.24333,11.3,8.346666,0.3,14.91667,11.4,7.703333,0.3
2020/4/13 22:00,9132,12.79988,1.105,61.4,0,13.12,54.88,1000,-1.047,-0.002,0.5,20.29166,12,10.5,0.3,16.23,11.3,8.344999,0.3,14.87,11.4,7.686666,0.3
2020/4/13 22:30,9133,12.79397,0.836,54.64,0,12.73,58.77,1000,-1.133,-0.002,0.5,20.29833,12,10.5,0.3,16.26667,11.31667,8.361667,0.3,14.93333,11.39833,7.715,0.3
2020/4/13 23:00,9134,12.78616,0.645,69.4,0,11.81,66.58,1000,-1.266,-0.002,0.5,20.29333,12,10.5,0.3,16.27167,11.39333,8.363333,0.3,14.84333,11.4,7.676666,0.3
2020/4/13 23:30,9135,12.77615,0.316,189,0,11.68,67.45,1000,-0.734,-0.001,0.5,20.29,12,10.5,0.3,16.27167,11.4,8.366666,0.3,14.81333,11.4,7.661666,0.3
2020/4/14 0:00,9136,12.76981,0.421,137.4,0,10.7,74.48,1000,-0.501,-0.001,0.5,20.29833,12,10.5,0.3,16.265,11.40833,8.358333,0.3,14.77167,11.4,7.638333,0.3
2020/4/14 0:30,9137,12.75926,0.23,148,0,10.88,72.97,999,-1.15,-0.002,0.5,20.295,11.96833,10.5,0.3,16.315,11.44333,8.386666,0.3,14.76833,11.40167,7.636666,0.3
2020/4/14 1:00,9138,12.74939,0.142,311.2,0,9.93,79.94,999,-1.546,-0.003,0.5,20.29166,11.905,10.5,0.3,16.34,11.44833,8.396666,0.3,14.77833,11.40833,7.651666,0.3
2020/4/14 1:30,9139,12.74159,0.092,260.4,0,9.13,84,999,-1.176,-0.002,0.5,20.28666,11.9,10.5,0.3,16.33833,11.49167,8.395,0.3,14.78833,11.41667,7.65,0.3
2020/4/14 2:00,9140,12.73045,0.247,290.8,0,9.1,78.22,998,-1.136,-0.002,0.5,20.29333,11.9,10.5,0.3,16.36666,11.5,8.41,0.3,14.80333,11.42833,7.659999,0.3
2020/4/14 2:30,9141,12.71978,0.365,292.1,0,8.45,82.5,998,-1.022,-0.002,0.5,20.29166,11.87333,10.5,0.3,16.38833,11.50167,8.418333,0.3,14.81,11.44667,7.665,0.3
2020/4/14 3:00,9142,12.71236,0.093,197.4,0,8.07,82.8,998,-0.646,-0.001,0.5,20.29667,11.8,10.5,0.3,16.38833,11.51833,8.416666,0.3,14.85667,11.45833,7.683333,0.3
2020/4/14 3:30,9143,12.70391,0.056,200.7,0,7.897,85.1,998,-0.284,-0.001,0.5,20.28167,11.77667,10.5,0.3,16.40833,11.58,8.421666,0.3,14.85167,11.44,7.686666,0.3
2020/4/14 4:00,9144,12.69855,0.018,254.2,0,7.778,87.2,998,-0.568,-0.001,0.5,20.28167,11.70167,10.5,0.3,16.40167,11.595,8.424999,0.3,14.88167,11.46167,7.695,0.3
2020/4/14 4:30,9145,12.69308,0,134.8,0,7.735,87.3,997,-0.436,-0.001,0.5,20.28167,11.69,10.5,0.3,16.40333,11.6,8.423333,0.3,14.905,11.47333,7.703333,0.3
2020/4/14 5:00,9146,12.68906,0.258,241.8,0,7.572,88.6,997,-0.707,-0.001,0.5,20.28167,11.605,10.5,0.3,16.43333,11.6,8.44,0.3,14.91,11.485,7.706666,0.3
2020/4/14 5:30,9147,12.6846,0,82.7,0,7.357,87.8,997,-0.91,-0.002,0.5,20.28167,11.59167,10.5,0.3,16.43167,11.6,8.443333,0.3,14.885,11.495,7.691666,0.3
2020/4/14 6:00,9148,12.67897,0,183.8,0,7.155,88.3,997,-0.305,-0.001,0.5,20.27,11.50833,10.5,0.3,16.44,11.6,8.441667,0.3,14.905,11.5,7.698333,0.3
2020/4/14 6:30,9149,12.66433,0,238.9,0,7.06,89.2,997,7.329,0.013,0.5,20.27667,11.47,10.5,0.3,16.435,11.6,8.446667,0.3,14.85167,11.5,7.686666,0.3
2020/4/14 7:00,9150,12.69198,0.06,294.9,0,7.803,89.7,997,27.59,0.05,0.5,20.23833,11.43,10.49667,0.3,16.44667,11.6,8.448333,0.3,14.85833,11.5,7.691666,0.3
2020/4/14 7:30,9151,12.76447,0.108,257.9,0,9.87,86.9,998,58.01,0.104,0.5,20.24,11.395,10.495,0.3,16.41333,11.6,8.428333,0.3,14.875,11.5,7.684999,0.3
2020/4/14 8:00,9152,12.93674,0.013,269.3,0,12.68,79.53,998,77.37,0.139,0.5,20.29667,11.30833,10.50333,0.3,16.445,11.6,8.446667,0.3,14.835,11.5,7.666666,0.3
2020/4/14 8:30,9153,13.03717,0.071,278.7,0,14.35,70.94,998,100,0.18,0.5,20.27833,11.3,10.49833,0.3,16.44167,11.6,8.446667,0.3,14.85833,11.5,7.684999,0.3
2020/4/14 9:00,9154,13.23911,0.038,286.3,0,16.08,60.49,998,132.6,0.239,0.5,20.28333,11.29167,10.5,0.3,16.47,11.6,8.468333,0.3,14.825,11.52167,7.671667,0.3
2020/4/14 9:30,9155,13.25819,0.074,180.3,0,17.54,53.27,997,153.7,0.277,0.5,20.24833,11.21667,10.49833,0.3,16.44833,11.6,8.45,0.3,14.875,11.53167,7.696666,0.3
2020/4/14 10:00,9156,13.78319,0.184,150.9,0,18.72,49.03,997,215.4,0.388,0.5,20.22,11.21167,10.48833,0.3,16.42833,11.6,8.436666,0.3,14.86833,11.55167,7.691666,0.3
2020/4/14 10:30,9157,13.69947,0.073,161.9,0,20.5,42.05,997,270.9,0.488,0.5,20.23,11.255,10.495,0.3,16.345,11.6,8.396666,0.3,14.83333,11.58,7.678333,0.3
2020/4/14 11:00,9158,13.67327,0.47,175.7,0,21.15,45.4,997,370.9,0.668,0.5,20.21167,11.29333,10.47833,0.3,16.325,11.6,8.391666,0.3,14.81,11.58833,7.658333,0.3
2020/4/14 11:30,9159,13.59157,0.565,191.5,0,22.18,40.5,996,413.2,0.744,0.5,20.20333,11.3,10.46,0.3,16.25167,11.6,8.355,0.3,14.84,11.6,7.678333,0.3
2020/4/14 12:00,9160,13.40605,0.945,193.6,0,22.89,39.47,996,430.4,0.775,0.5,20.19333,11.33,10.435,0.3,16.18,11.59833,8.32,0.3,14.81833,11.6,7.666666,0.3
2020/4/14 12:30,9161,13.47283,1.01,155.5,0,23.55,36.03,995,434.4,0.782,0.5,20.19167,11.405,10.41167,0.3,16.10667,11.59833,8.285,0.3,14.78167,11.59833,7.648333,0.3
2020/4/14 13:00,9162,13.45146,0.975,162.6,0,23.77,34.18,995,358.8,0.646,0.5,20.17,11.46667,10.405,0.3,16.03167,11.6,8.236667,0.3,14.78167,11.6,7.645,0.3
2020/4/14 13:30,9163,13.41185,0.627,181.7,0,24.57,31.01,995,421.7,0.759,0.5,20.14667,11.55833,10.40333,0.3,15.93667,11.595,8.195,0.3,14.75167,11.6,7.638333,0.3
2020/4/14 14:00,9164,13.3664,1.283,164.2,0,24.89,32.88,994,400.4,0.721,0.5,20.11667,11.65667,10.4,0.3,15.82667,11.59667,8.148334,0.3,14.7,11.6,7.603333,0.3
2020/4/14 14:30,9165,13.3658,1.442,141.5,0,24.21,36.23,994,222.7,0.401,0.5,20.1,11.74667,10.4,0.3,15.765,11.6,8.111667,0.3,14.76333,11.59833,7.639999,0.3
2020/4/14 15:00,9166,13.44851,1.954,110.6,0,23.66,37.13,994,269.1,0.484,0.5,20.08667,11.87,10.4,0.3,15.70167,11.6,8.083333,0.3,14.77833,11.6,7.641666,0.3
2020/4/14 15:30,9167,13.5056,1.963,121.2,0,23.36,35.77,993,185.8,0.334,0.5,20.05,11.965,10.4,0.3,15.645,11.6,8.048333,0.3,14.75,11.59667,7.63,0.3
2020/4/14 16:00,9168,13.56733,2.134,121.3,0,23.13,37.57,993,188.7,0.34,0.5,20.00833,12.07,10.38833,0.3,15.56667,11.6,8.013333,0.3,14.7,11.6,7.606667,0.3
2020/4/14 16:30,9169,13.57689,2.135,136.7,0,23.49,38.27,993,169.5,0.305,0.5,19.99333,12.15333,10.38167,0.3,15.52333,11.6,8.003333,0.3,14.69667,11.59833,7.606667,0.3
2020/4/14 17:00,9170,13.60641,2.305,139.5,0,23.14,38.69,993,132.9,0.239,0.5,19.985,12.24,10.37167,0.3,15.505,11.6,7.998333,0.3,14.685,11.6,7.593333,0.3
2020/4/14 17:30,9171,13.29554,2.913,146.4,0,22.91,37.56,993,94.8,0.171,0.5,20.05667,12.33333,10.4,0.3,15.495,11.6,7.983333,0.3,14.67667,11.6,7.59,0.3
2020/4/14 18:00,9172,13.11121,2.521,143.1,0,22.27,39.58,993,72.19,0.13,0.5,20.07,12.41333,10.4,0.3,15.505,11.60667,7.988333,0.3,14.71833,11.6,7.616666,0.3
2020/4/14 18:30,9173,12.94383,2.214,142.6,0,21.59,40.71,993,34.34,0.062,0.5,20.05333,12.51167,10.395,0.3,15.47833,11.66333,7.98,0.3,14.67,11.6,7.591666,0.3
2020/4/14 19:00,9174,12.84307,1.427,131.1,0,20.27,44.49,994,4.497,0.008,0.5,19.92333,12.59667,10.32333,0.3,15.51333,11.7,7.996666,0.3,14.79333,11.6,7.651666,0.3
2020/4/14 19:30,9175,12.82196,0.91,102.2,0,18.04,53.82,994,-3.423,-0.006,0.5,19.93833,12.65833,10.33833,0.3,15.48833,11.7,7.986666,0.3,14.685,11.6,7.599999,0.3
2020/4/14 20:00,9176,12.82793,1.043,79.15,0,15.25,65.74,995,-2.556,-0.005,0.5,19.92667,12.7,10.32667,0.3,15.51167,11.7,7.998333,0.3,14.69667,11.6,7.603333,0.3
2020/4/14 20:30,9177,12.81632,1.071,92.2,0,14.02,69,995,-1.682,-0.003,0.5,19.93667,12.74667,10.335,0.3,15.515,11.71167,7.996666,0.3,14.68333,11.6,7.603333,0.3
2020/4/14 21:00,9178,12.80461,1.011,83.4,0,13.88,68.09,995,-1.179,-0.002,0.5,19.94666,12.79833,10.34667,0.3,15.50833,11.79,7.991667,0.3,14.65,11.6,7.583333,0.3
2020/4/14 21:30,9179,12.80036,0.51,64.61,0,12.94,72.75,995,-1.492,-0.003,0.5,19.93833,12.8,10.33833,0.3,15.53167,11.8,7.996666,0.3,14.64167,11.6,7.583333,0.3
2020/4/14 22:00,9180,12.79296,0.965,80.1,0,12.27,75.34,995,-1.454,-0.003,0.5,19.93833,12.8,10.33833,0.3,15.55667,11.80833,8.005,0.3,14.61667,11.60167,7.57,0.3
2020/4/14 22:30,9181,12.78213,0.377,65.34,0,12.51,73.97,995,-0.378,-0.001,0.5,19.93333,12.8,10.33333,0.3,15.56,11.87667,8.013333,0.3,14.56667,11.605,7.536666,0.3
2020/4/14 23:00,9182,12.77572,0.046,60.37,0,11.92,77.44,995,-1.687,-0.003,0.5,19.945,12.8,10.345,0.3,15.59167,11.9,8.023334,0.3,14.59,11.61333,7.54,0.3
2020/4/14 23:30,9183,12.76327,0.108,268.4,0,10.74,83.7,995,-1.448,-0.003,0.5,19.94166,12.75167,10.34,0.3,15.59667,11.9,8.016666,0.3,14.585,11.65333,7.546667,0.3
2020/4/15 0:00,9184,12.75537,0.01,234.5,0,9.54,87.3,995,-1.291,-0.002,0.5,19.94,12.70167,10.34,0.3,15.61333,11.9,8.031667,0.3,14.59333,11.68667,7.556666,0.3
2020/4/15 0:30,9185,12.74422,0.311,296.7,0,9.02,89,995,-0.877,-0.002,0.5,19.945,12.7,10.345,0.3,15.62667,11.92,8.038333,0.3,14.64,11.695,7.571666,0.3
2020/4/15 1:00,9186,12.73188,0.65,296,0,9.33,87.9,995,-0.857,-0.002,0.5,19.93,12.63833,10.33,0.3,15.65667,11.99,8.05,0.3,14.62667,11.7,7.563333,0.3
2020/4/15 1:30,9187,12.7214,0.186,287.3,0,9.26,86.7,994,-1.337,-0.002,0.5,19.93,12.6,10.33,0.3,15.7,12,8.076667,0.3,14.655,11.69833,7.581666,0.3
2020/4/15 2:00,9188,12.70959,0.535,280.1,0,9.96,84.6,994,-0.317,-0.001,0.5,19.94166,12.55167,10.34167,0.3,15.68667,12,8.073333,0.3,14.68667,11.7,7.605,0.3
2020/4/15 2:30,9189,12.6997,0.095,275.5,0,10.04,83.4,994,-1.326,-0.002,0.5,19.92167,12.485,10.32,0.3,15.69333,12,8.078334,0.3,14.71,11.7,7.616666,0.3
2020/4/15 3:00,9190,12.69057,0.597,297.5,0,9.21,86.5,993,-1.107,-0.002,0.5,19.92167,12.405,10.32167,0.3,15.675,12,8.068334,0.3,14.665,11.7,7.593333,0.3
2020/4/15 3:30,9191,12.68506,0.767,287.7,0,8.82,87.5,993,-0.798,-0.001,0.5,19.935,12.37167,10.335,0.3,15.69833,12.02,8.078334,0.3,14.675,11.7,7.595,0.3
2020/4/15 4:00,9192,12.67746,0.952,293.2,0,9.35,84.6,993,-1.276,-0.002,0.5,19.93667,12.29167,10.33667,0.3,15.695,12.06833,8.08,0.3,14.64333,11.70167,7.574999,0.3
2020/4/15 4:30,9193,12.67532,0.541,269,0,9.6,84,993,-0.768,-0.001,0.5,19.93,12.23333,10.33,0.3,15.7,12.09,8.08,0.3,14.65667,11.715,7.59,0.3
2020/4/15 5:00,9194,12.67004,0.646,268.6,0,9.45,83.5,993,-2.036,-0.004,0.5,19.92333,12.19833,10.32333,0.3,15.71333,12.1,8.086667,0.3,14.67667,11.74833,7.591666,0.3
2020/4/15 5:30,9195,12.6678,0.429,245,0,8.68,87.6,993,-0.952,-0.002,0.5,19.91333,12.115,10.31333,0.3,15.70833,12.09833,8.088333,0.3,14.66833,11.77667,7.591666,0.3
2020/4/15 6:00,9196,12.66111,1.047,295.9,0,8.63,87.9,993,-0.293,-0.001,0.5,19.91,12.09667,10.31,0.3,15.745,12.1,8.108334,0.3,14.62167,11.79333,7.568333,0.3
2020/4/15 6:30,9197,12.65222,0.482,258.1,0,8.64,87.7,993,12.76,0.023,0.5,19.91,12.00667,10.30833,0.3,15.72667,12.1,8.093333,0.3,14.635,11.79667,7.566666,0.3
2020/4/15 7:00,9198,12.70008,0.372,294.6,0,10.21,83.8,994,34.91,0.063,0.5,19.90333,11.97167,10.305,0.3,15.75,12.1,8.106667,0.3,14.61333,11.8,7.561666,0.3
